Name,File Size (paragraphs),Kappa,Agreement,A And B (%),Not A And Not B (%),Disagreement,A And Not B (%),B And Not A (%)
"Nodes\\Signs of crisis\Attention in scientific venues : Laframboise, Donna (2018)",39,0,97.44,0,97.44,2.56,0,2.56
"Nodes\\Signs of crisis\Attention in scientific venues : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0,98.49,0,98.49,1.51,0,1.51
"Nodes\\Signs of crisis\Attention in scientific venues : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,98.09,0,98.09,1.91,0,1.91
"Nodes\\Signs of crisis\Attention in scientific venues : Rhodes, Ella (2015)",25,0,96,0,96,4,0,4
"Nodes\\Signs of crisis\Attention in scientific venues : Yong, Ed (2018) (2)",33,0,96.97,0,96.97,3.03,0,3.03
"Nodes\\Signs of crisis\Attention in scientific venues : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.28,98.48,0.31,98.17,1.53,1.22,0.31
"Nodes\\Signs of crisis\Attention in scientific venues : Kummer, Larry & Editor (2016)",313,0.4,99.04,0.32,98.72,0.96,0.64,0.32
"Nodes\\Signs of crisis\Attention in scientific venues : Murphy, Kate (2017)",32,0.48,93.74,3.12,90.62,6.25,0,6.25
"Nodes\\Signs of crisis\Attention in scientific venues : Vazire, Simine (2018)",102,0.66,99.02,0.98,98.04,0.98,0,0.98
Nodes\\Signs of crisis\Attention in scientific venues : Editorial - 2013 - Announcement Reducing our irreproducibility,23,0.78,95.66,8.7,86.96,4.35,0,4.35
"Nodes\\Signs of crisis\Attention in scientific venues : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0.79,98.92,2.15,96.77,1.08,1.08,0
"Nodes\\Signs of crisis\Attention in scientific venues : Reardon, Sara (2016)",48,1,100,2.08,97.92,0,0,0
Nodes\\Signs of crisis\Attention in scientific venues : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Attention in scientific venues : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Doidge, Norman (2016)",134,1,100,2.24,97.76,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Earp, Brian D. & Trafimow, David (2015)",253,1,100,0.4,99.6,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Gelman, Andrew (2018)",121,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Gordon, Ascelin & Fidler, Fiona (2013)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Lilienfeld, Scott O. (2017)",79,1,100,1.27,98.73,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Parsons, Sam (2017)",25,1,100,4,96,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,1.37,98.63,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Attention in scientific venues : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Fraud\Fraud is not a problem,"",0.46,99.75,0.11,99.64,0.25,0.19,0.06
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,0,97.85,0,97.85,2.15,2.15,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Earp, Brian D. & Trafimow, David (2015)",253,0,99.21,0,99.21,0.79,0,0.79
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Freedman, David H. (2010)",54,0,98.15,0,98.15,1.85,0,1.85
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,99.38,0,99.38,0.62,0.62,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Rehman, Jalees (2013)",57,0,98.25,0,98.25,1.75,1.75,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Fanelli, Daniele (2018)",61,0.49,96.72,1.64,95.08,3.28,3.28,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gordon, Ascelin & Fidler, Fiona (2013)",53,0.66,98.12,1.89,96.23,1.89,1.89,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.8,99.62,0.75,98.87,0.38,0,0.38
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,1,100,0.31,99.69,0,0,0
Nodes\\Signs of crisis\Fraud\Fraud is not a problem : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Fraud\Fraud is not a problem : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Bak, Thomas H. (2016)",137,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Baker, Monya (2015) (2)",51,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gelman, Andrew (2018)",121,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gibney, Elizabeth (2012)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Hengartner, Michael P. (2018)",97,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Ioannidis, John P. A. (2005)",169,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Kummer, Larry & Editor (2016)",313,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Lilienfeld, Scott O. (2017)",79,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Murphy, Kate (2017)",32,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Parsons, Sam (2017)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Pashler, Harold & Harris, Christine R. (2012)",73,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,1,100,0.76,99.24,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Vazire, Simine (2018)",102,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Signs of crisis\Fraud\Fraud is not a problem : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Data collection and analysis,"",0.47,98.54,0.66,97.88,1.46,0.85,0.61
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Hengartner, Michael P. (2018)",97,-0.01,97.94,0,97.94,2.06,1.03,1.03
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Baker, Monya (2015) (2)",51,0,94.12,0,94.12,5.88,0,5.88
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Fanelli, Daniele (2018)",61,0,98.36,0,98.36,1.64,1.64,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gall, Thomas, Ioannidis, John P. A. & Maniadis, Zacharias (2017)",160,0,97.5,0,97.5,2.5,2.5,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gibney, Elizabeth (2012)",45,0,97.78,0,97.78,2.22,0,2.22
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gordon, Ascelin & Fidler, Fiona (2013)",53,0,98.11,0,98.11,1.89,0,1.89
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Ioannidis, John P. A. (2005)",169,0,97.04,0,97.04,2.96,0,2.96
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Lilienfeld, Scott O. (2017)",79,0,93.67,0,93.67,6.33,0,6.33
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Peng, Roger D., Dominici, Francesca & Zeger, Scott L. (2006)",157,0,97.45,0,97.45,2.55,0,2.55
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Valdez, Joshua, Kim, Matthew, Rueschman, Michael, Socrates, Vimig, Redline, Susan & Sahoo, Satya S. (2017)",183,0,99.45,0,99.45,0.55,0.55,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Leek, Jeffrey T. & Peng, Roger D. (2015)",28,0.24,82.14,3.57,78.57,17.86,17.86,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Shrout, Patrick E. & Rodgers, Joseph L. (2018)",327,0.36,96.94,0.92,96.02,3.06,2.75,0.31
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Nosek, Brian A., Spies, Jeffrey R. & Motyl, Matt (2012)",265,0.45,97.36,1.13,96.23,2.64,0.75,1.89
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Vazire, Simine (2018)",102,0.49,98.04,0.98,97.06,1.96,0,1.96
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Button, Katherine S., Ioannidis, John P. A., Mokrysz, Claire, Nosek, Brian A., Flint, Jonathan, Robinson, Emma S. J. & Munafò, Marcus R. (2013)",450,0.54,97.77,1.33,96.44,2.22,2,0.22
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Simmons, Joseph P., Nelson, Leif D. & Simonsohn, Uri (2011)",132,0.54,92.42,5.3,87.12,7.57,5.3,2.27
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gelman, Andrew (2018)",121,0.69,94.22,7.44,86.78,5.79,4.96,0.83
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Earp, Brian D. & Trafimow, David (2015)",253,0.71,98.42,1.98,96.44,1.58,1.58,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Pashler, Harold & Harris, Christine R. (2012)",73,0.79,98.63,2.74,95.89,1.37,1.37,0
Nodes\\Sources and solutions\Research methods\Data collection and analysis : 2013 - The Statistical Puzzle Over How Much Biomedical Re,27,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Data collection and analysis : 2018 - Gender and Health - Gender Health; Reports on Gend,20,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Achenbach, Joel (2014)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Alberts, Bruce, Cicerone, Ralph J., Fienberg, Stephen E., Kamb, Alexander, McNutt, Marcia, Nerem, Robert M., Schekman, Randy, Shiffrin, Richard, Stodden, Victoria, Suresh, Subra, Zuber, Maria T., Pope, Barbara Kline & Jamieson, Kathleen Hall (2015)",93,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Bak, Thomas H. (2016)",137,1,100,0.73,99.27,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Baker, Monya (2016)",40,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Botkin-Kowacki, Eva (2016)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Croughan, Matthew (2017)",81,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Diep, Francie (2014)",13,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Diep, Francie (2018)",31,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Doctorow, Cory (2018)",28,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Doidge, Norman (2016)",134,1,100,0,100,0,0,0
Nodes\\Sources and solutions\Research methods\Data collection and analysis : Editorial - 2013 - Announcement Reducing our irreproducibility,23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Freedman, David H. (2010)",54,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gilbert, Daniel T., King, Gary, Pettigrew, Stephen & Wilson, Timothy D. (2016)",47,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Gopinath, C. (2013)",26,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Justice, Monica J. & Dhillon, Paraminder (2016)",45,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Kummer, Larry & Editor (2016)",313,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Laframboise, Donna (2017)",23,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Laframboise, Donna (2018)",39,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Lowe, Derek (2013) (2)",61,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Macleod, Malcolm R. (2018)",52,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Murphy, Kate (2017)",32,1,100,3.12,96.88,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Oransky, Ivan (2014)",123,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Parsons, Sam (2017)",25,1,100,4,96,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Price, Michael, 2011 & Am, 10~00 (2011)",53,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Reardon, Sara (2016)",48,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Rehman, Jalees (2013)",57,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Rhodes, Ella (2015)",25,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Yong, Ed (2018) (2)",33,1,100,0,100,0,0,0
"Nodes\\Sources and solutions\Research methods\Data collection and analysis : Zwaan, Rolf A., Pecher, Diane, Paolacci, Gabriele, Bouwmeester, Samantha, Verkoeijen, Peter, Dijkstra, Katinka & Zeelenberg, René (2018)",108,1,100,0,100,0,0,0
